STAROST,POSAO,BRACNO_STANJE,OBRAZOVANJE,SREDNJE_GOD_STANJE_EUR,STAMBENI_KREDIT,LICNI_KREDIT,KONTAKT,DUZINA_RAZGOVORA_SEC,BROJ_RAZGOVORA,OROCENA_STEDNJA
60,tehnicar,samac,osnevne,11262,ne,ne,mobilni,323,1,da
30,preduzetnik,u_braku,srednje,946,da,ne,mobilni,1065,1,ne
58,sluzavka,u_braku,visoko,497,ne,ne,nepoznato,138,5,ne
60,retired,u_braku,osnevne,55,ne,ne,mobilni,207,1,ne
38,usluge,u_braku,srednje,-140,ne,ne,nepoznato,456,3,ne
51,tehnicar,u_braku,srednje,-379,da,ne,mobilni,261,1,ne
42,admin.,u_braku,srednje,-396,da,ne,mobilni,80,1,ne
30,usluge,samac,srednje,0,da,ne,mobilni,131,6,ne
40,rukovodstvo,u_braku,osnevne,733,da,ne,nepoznato,94,7,ne
37,rukovodstvo,u_braku,visoko,393,da,ne,mobilni,567,3,da
53,tehnicar,razveden(a),osnevne,7290,da,ne,nepoznato,153,1,ne
27,usluge,samac,srednje,468,da,ne,mobilni,109,1,ne
39,manuelni_poslovi,u_braku,srednje,0,da,ne,mobilni,53,1,ne
39,manuelni_poslovi,u_braku,osnevne,3705,da,ne,nepoznato,77,1,ne
59,retired,u_braku,visoko,9676,ne,ne,fiksni,234,2,da
37,usluge,u_braku,srednje,1328,da,ne,fiksni,121,2,ne
41,manuelni_poslovi,u_braku,osnevne,8,da,ne,mobilni,155,2,ne
45,manuelni_poslovi,u_braku,osnevne,61,ne,ne,mobilni,108,1,ne
48,rukovodstvo,u_braku,visoko,6613,ne,ne,nepoznato,159,3,ne
48,tehnicar,u_braku,srednje,302,da,ne,nepoznato,208,3,ne
32,manuelni_poslovi,u_braku,srednje,1005,ne,ne,mobilni,215,1,ne
35,usluge,u_braku,srednje,109,da,ne,nepoznato,597,3,ne
33,rukovodstvo,samac,visoko,1240,da,ne,mobilni,505,2,ne
28,manuelni_poslovi,samac,osnevne,0,da,da,nepoznato,380,4,ne
64,retired,u_braku,nepoznato,2923,ne,ne,mobilni,120,1,ne
35,tehnicar,u_braku,srednje,0,ne,ne,mobilni,106,4,ne
33,manuelni_poslovi,u_braku,srednje,43,da,ne,mobilni,332,2,ne
41,tehnicar,u_braku,srednje,288,da,ne,nepoznato,221,4,ne
34,admin.,u_braku,srednje,613,da,ne,mobilni,80,1,ne
37,tehnicar,samac,visoko,6101,ne,ne,mobilni,60,5,ne
38,manuelni_poslovi,u_braku,osnevne,168,da,da,fiksni,212,3,ne
39,manuelni_poslovi,u_braku,osnevne,7685,da,ne,mobilni,493,3,ne
35,tehnicar,razveden(a),visoko,4515,da,ne,mobilni,98,2,ne
28,manuelni_poslovi,samac,srednje,517,ne,da,mobilni,681,1,da
27,manuelni_poslovi,samac,srednje,148,ne,ne,mobilni,203,1,ne
48,retired,u_braku,osnevne,-285,ne,da,mobilni,157,1,ne
50,manuelni_poslovi,u_braku,srednje,887,ne,ne,nepoznato,287,1,ne
45,samozaposlen,u_braku,srednje,3098,da,ne,mobilni,159,2,ne
41,tehnicar,u_braku,visoko,744,da,ne,nepoznato,125,1,ne
39,tehnicar,u_braku,srednje,130,ne,ne,mobilni,202,2,ne
44,rukovodstvo,u_braku,srednje,438,da,ne,fiksni,37,3,ne
54,admin.,u_braku,srednje,0,ne,ne,mobilni,161,1,da
49,rukovodstvo,u_braku,visoko,322,ne,ne,mobilni,72,4,ne
34,manuelni_poslovi,samac,srednje,186,ne,ne,mobilni,342,1,ne
75,retired,razveden(a),visoko,3810,da,ne,mobilni,262,1,da
42,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,325,2,ne
53,manuelni_poslovi,u_braku,srednje,4380,ne,ne,fiksni,223,7,ne
49,rukovodstvo,razveden(a),visoko,755,ne,ne,mobilni,1212,4,da
31,usluge,samac,srednje,2070,ne,ne,mobilni,319,2,ne
45,manuelni_poslovi,samac,osnevne,999,ne,ne,mobilni,182,2,ne
39,samozaposlen,u_braku,srednje,167,da,da,mobilni,330,1,ne
46,tehnicar,u_braku,srednje,1322,da,da,mobilni,514,1,ne
42,admin.,razveden(a),srednje,1076,da,ne,nepoznato,213,1,ne
37,rukovodstvo,u_braku,visoko,502,da,ne,mobilni,551,1,ne
26,tehnicar,samac,visoko,1216,da,ne,mobilni,472,2,ne
37,rukovodstvo,samac,visoko,876,da,ne,mobilni,140,4,ne
36,usluge,samac,srednje,342,da,ne,nepoznato,142,1,ne
29,manuelni_poslovi,samac,osnevne,950,da,ne,nepoznato,135,3,ne
36,manuelni_poslovi,u_braku,osnevne,973,da,da,nepoznato,293,1,ne
26,tehnicar,u_braku,visoko,3825,da,ne,nepoznato,107,1,ne
32,manuelni_poslovi,u_braku,srednje,2366,da,ne,nepoznato,127,2,ne
40,rukovodstvo,u_braku,visoko,542,da,ne,mobilni,1816,1,ne
53,rukovodstvo,u_braku,osnevne,995,ne,ne,mobilni,200,3,ne
29,rukovodstvo,u_braku,visoko,20,da,ne,mobilni,418,1,ne
34,tehnicar,samac,visoko,228,da,ne,mobilni,387,4,ne
43,manuelni_poslovi,u_braku,srednje,130,ne,ne,mobilni,156,1,ne
56,rukovodstvo,u_braku,visoko,217,ne,da,mobilni,121,2,ne
55,preduzetnik,razveden(a),visoko,0,ne,ne,nepoznato,108,2,ne
31,samozaposlen,u_braku,visoko,259,da,ne,mobilni,47,1,ne
27,admin.,samac,srednje,619,da,ne,mobilni,16,5,ne
36,rukovodstvo,u_braku,srednje,644,da,ne,mobilni,54,2,ne
44,rukovodstvo,u_braku,visoko,22,da,ne,mobilni,265,2,ne
37,admin.,razveden(a),visoko,4303,da,ne,nepoznato,168,1,ne
30,admin.,samac,srednje,239,da,ne,mobilni,115,3,ne
42,tehnicar,samac,srednje,275,ne,ne,mobilni,31,8,ne
30,rukovodstvo,u_braku,visoko,1221,da,ne,fiksni,279,4,da
62,retired,u_braku,srednje,816,ne,ne,mobilni,28,2,ne
24,manuelni_poslovi,u_braku,srednje,1222,da,ne,mobilni,369,1,ne
31,tehnicar,u_braku,srednje,2363,da,ne,nepoznato,247,1,ne
66,retired,u_braku,visoko,2262,ne,ne,mobilni,155,1,ne
47,admin.,u_braku,srednje,2,ne,ne,mobilni,89,1,ne
39,preduzetnik,u_braku,visoko,2,da,ne,mobilni,180,1,ne
35,tehnicar,u_braku,srednje,4508,da,ne,mobilni,854,1,da
35,admin.,razveden(a),srednje,-402,da,ne,mobilni,46,1,ne
27,tehnicar,u_braku,srednje,1577,da,da,nepoznato,266,2,ne
32,manuelni_poslovi,u_braku,srednje,34,da,ne,mobilni,321,2,ne
44,rukovodstvo,u_braku,visoko,795,ne,ne,mobilni,99,24,ne
42,manuelni_poslovi,u_braku,srednje,117,da,ne,nepoznato,147,1,ne
34,samozaposlen,samac,visoko,5462,ne,ne,mobilni,430,1,da
25,usluge,samac,srednje,402,ne,da,mobilni,264,1,ne
40,tehnicar,samac,srednje,641,ne,ne,mobilni,156,6,ne
43,rukovodstvo,razveden(a),visoko,36,ne,ne,mobilni,118,1,ne
55,nezaposlen,u_braku,visoko,383,ne,ne,nepoznato,343,3,ne
50,manuelni_poslovi,u_braku,srednje,283,da,ne,mobilni,226,3,ne
45,rukovodstvo,razveden(a),visoko,0,ne,ne,nepoznato,5,1,ne
35,manuelni_poslovi,razveden(a),srednje,3102,da,ne,mobilni,138,1,ne
32,manuelni_poslovi,u_braku,srednje,889,da,ne,mobilni,185,1,da
59,sluzavka,u_braku,srednje,0,ne,ne,fiksni,722,1,ne
34,samozaposlen,u_braku,srednje,-370,da,ne,nepoznato,748,1,ne
39,rukovodstvo,u_braku,visoko,-606,da,ne,nepoznato,142,1,ne
40,rukovodstvo,samac,srednje,10378,da,ne,mobilni,523,3,ne
36,manuelni_poslovi,samac,osnevne,1313,da,ne,nepoznato,8,10,ne
40,rukovodstvo,u_braku,visoko,8969,da,ne,mobilni,153,1,ne
55,samozaposlen,u_braku,srednje,-196,da,ne,nepoznato,210,2,ne
38,preduzetnik,u_braku,srednje,15,da,ne,mobilni,121,1,ne
61,admin.,u_braku,srednje,4608,ne,ne,mobilni,212,1,da
41,rukovodstvo,u_braku,visoko,666,da,ne,nepoznato,253,3,ne
57,manuelni_poslovi,u_braku,osnevne,452,da,ne,nepoznato,139,4,ne
48,manuelni_poslovi,u_braku,srednje,149,da,ne,nepoznato,71,1,ne
77,retired,u_braku,visoko,7802,ne,ne,fiksni,421,1,da
35,usluge,u_braku,srednje,1453,da,ne,nepoznato,199,1,ne
54,manuelni_poslovi,u_braku,srednje,1480,da,ne,nepoznato,108,1,ne
37,rukovodstvo,samac,nepoznato,715,da,ne,nepoznato,247,2,ne
56,rukovodstvo,samac,srednje,237,da,ne,fiksni,236,4,ne
40,tehnicar,u_braku,srednje,694,da,ne,mobilni,97,4,ne
40,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,109,8,ne
54,rukovodstvo,u_braku,visoko,55,da,ne,mobilni,112,2,ne
55,sluzavka,u_braku,osnevne,136,da,ne,nepoznato,15,10,ne
55,usluge,razveden(a),srednje,-404,da,ne,mobilni,502,3,ne
52,manuelni_poslovi,u_braku,osnevne,779,da,ne,nepoznato,30,3,ne
55,manuelni_poslovi,samac,osnevne,1187,da,ne,nepoznato,193,2,ne
33,rukovodstvo,u_braku,visoko,641,da,ne,mobilni,347,2,ne
52,manuelni_poslovi,u_braku,nepoznato,826,da,ne,nepoznato,468,2,ne
33,usluge,razveden(a),srednje,991,da,ne,nepoznato,148,1,ne
53,admin.,u_braku,srednje,1796,ne,ne,fiksni,295,1,da
46,admin.,u_braku,srednje,22,ne,ne,mobilni,388,6,da
44,tehnicar,samac,srednje,244,da,ne,mobilni,1735,4,da
48,rukovodstvo,razveden(a),visoko,1328,da,ne,nepoznato,339,1,ne
50,sluzavka,u_braku,srednje,7317,da,ne,mobilni,172,1,ne
34,tehnicar,samac,srednje,4943,da,da,mobilni,117,2,ne
38,tehnicar,samac,srednje,258,ne,da,nepoznato,587,2,ne
42,rukovodstvo,samac,visoko,515,da,ne,mobilni,501,2,ne
32,rukovodstvo,samac,visoko,12607,ne,ne,mobilni,203,5,ne
58,admin.,u_braku,srednje,2,da,da,fiksni,282,9,ne
31,rukovodstvo,u_braku,visoko,13,ne,ne,mobilni,110,5,ne
19,student,samac,osnevne,103,ne,ne,mobilni,104,2,da
41,rukovodstvo,u_braku,visoko,3872,ne,ne,mobilni,231,1,ne
31,nezaposlen,u_braku,srednje,296,da,ne,nepoznato,378,3,ne
52,samozaposlen,samac,osnevne,217,ne,da,mobilni,193,6,ne
42,samozaposlen,razveden(a),visoko,360,da,ne,nepoznato,110,5,ne
41,manuelni_poslovi,samac,srednje,428,da,ne,mobilni,92,1,ne
30,manuelni_poslovi,samac,srednje,315,ne,ne,mobilni,1407,1,da
38,manuelni_poslovi,u_braku,srednje,121,da,da,mobilni,168,1,ne
32,rukovodstvo,u_braku,visoko,820,da,ne,mobilni,738,3,ne
52,tehnicar,u_braku,srednje,195,da,ne,mobilni,220,1,da
48,rukovodstvo,razveden(a),visoko,108,da,ne,nepoznato,89,2,ne
36,rukovodstvo,u_braku,visoko,-381,da,ne,mobilni,30,29,ne
45,nezaposlen,razveden(a),osnevne,757,ne,ne,mobilni,103,1,ne
34,tehnicar,u_braku,visoko,691,da,da,nepoznato,70,1,ne
36,manuelni_poslovi,u_braku,osnevne,1925,da,ne,mobilni,904,2,da
34,rukovodstvo,u_braku,visoko,902,da,ne,mobilni,159,1,ne
61,retired,u_braku,srednje,5207,ne,ne,mobilni,336,1,ne
54,usluge,u_braku,srednje,0,ne,ne,nepoznato,220,1,ne
50,preduzetnik,u_braku,srednje,665,ne,ne,fiksni,238,1,ne
43,admin.,razveden(a),srednje,738,da,ne,mobilni,585,4,ne
47,manuelni_poslovi,u_braku,osnevne,233,ne,ne,mobilni,293,3,ne
45,usluge,u_braku,srednje,-839,da,ne,nepoznato,68,1,ne
57,retired,u_braku,osnevne,5799,ne,ne,nepoznato,97,1,ne
27,admin.,u_braku,srednje,1033,da,ne,nepoznato,1713,1,ne
49,nezaposlen,razveden(a),srednje,66,ne,ne,mobilni,218,3,ne
43,usluge,u_braku,osnevne,2567,da,ne,mobilni,109,1,ne
40,rukovodstvo,u_braku,visoko,1584,da,ne,fiksni,661,1,ne
32,usluge,samac,srednje,182,da,ne,mobilni,145,1,ne
58,rukovodstvo,u_braku,osnevne,76,da,ne,fiksni,54,4,ne
34,admin.,samac,srednje,663,da,ne,mobilni,111,1,ne
46,tehnicar,razveden(a),srednje,3455,da,ne,nepoznato,566,2,ne
29,manuelni_poslovi,u_braku,srednje,15,ne,ne,mobilni,136,1,ne
52,manuelni_poslovi,u_braku,osnevne,1054,ne,ne,mobilni,273,1,ne
45,rukovodstvo,u_braku,visoko,1529,ne,ne,mobilni,160,1,ne
26,rukovodstvo,samac,srednje,63,ne,ne,mobilni,76,4,ne
40,tehnicar,u_braku,visoko,0,ne,ne,mobilni,44,1,ne
41,admin.,u_braku,srednje,920,da,da,nepoznato,239,1,ne
47,admin.,samac,srednje,3696,ne,ne,mobilni,250,2,da
27,tehnicar,samac,nepoznato,59,ne,ne,mobilni,792,4,ne
27,usluge,u_braku,srednje,0,da,ne,mobilni,198,13,ne
48,manuelni_poslovi,u_braku,srednje,157,da,ne,nepoznato,73,1,ne
49,admin.,u_braku,srednje,2465,ne,ne,mobilni,157,3,ne
35,manuelni_poslovi,u_braku,osnevne,0,da,ne,mobilni,90,6,ne
47,samozaposlen,u_braku,srednje,2,ne,ne,mobilni,236,2,ne
54,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,118,5,ne
39,rukovodstvo,samac,visoko,12437,ne,ne,fiksni,40,1,ne
28,student,samac,srednje,378,da,ne,mobilni,346,1,ne
54,manuelni_poslovi,u_braku,osnevne,211,ne,ne,nepoznato,200,2,ne
34,tehnicar,u_braku,srednje,-228,da,ne,mobilni,187,3,ne
63,retired,u_braku,srednje,2747,ne,ne,mobilni,113,1,ne
42,samozaposlen,u_braku,visoko,1932,da,ne,nepoznato,192,32,ne
43,tehnicar,samac,srednje,11269,ne,ne,nepoznato,92,1,ne
37,admin.,u_braku,srednje,1314,da,ne,mobilni,682,2,ne
55,manuelni_poslovi,u_braku,osnevne,2275,ne,ne,mobilni,139,9,ne
43,rukovodstvo,samac,visoko,1304,ne,ne,mobilni,501,2,da
41,manuelni_poslovi,u_braku,srednje,720,ne,da,mobilni,651,1,da
47,tehnicar,razveden(a),srednje,2914,da,ne,mobilni,405,13,ne
34,tehnicar,u_braku,srednje,1464,da,ne,nepoznato,350,1,ne
28,student,samac,srednje,11555,ne,ne,mobilni,125,2,ne
36,usluge,u_braku,srednje,-302,da,ne,mobilni,36,2,ne
50,tehnicar,u_braku,srednje,2497,da,ne,mobilni,35,1,ne
35,manuelni_poslovi,u_braku,srednje,-339,da,ne,nepoznato,389,2,ne
40,tehnicar,u_braku,srednje,56,da,da,mobilni,194,1,ne
26,samozaposlen,samac,visoko,211,ne,ne,mobilni,168,3,ne
36,rukovodstvo,razveden(a),visoko,3611,da,ne,nepoznato,347,3,ne
59,nezaposlen,u_braku,osnevne,0,ne,ne,mobilni,3025,2,ne
28,student,samac,srednje,459,ne,ne,mobilni,83,13,ne
46,preduzetnik,u_braku,nepoznato,242,da,ne,nepoznato,332,2,ne
50,samozaposlen,u_braku,srednje,1138,ne,ne,mobilni,219,10,ne
53,rukovodstvo,u_braku,visoko,1319,da,ne,mobilni,427,1,ne
81,retired,u_braku,srednje,1,ne,ne,mobilni,65,5,ne
35,usluge,razveden(a),srednje,67,da,ne,mobilni,192,2,ne
58,retired,u_braku,nepoznato,937,ne,ne,mobilni,155,1,ne
44,usluge,u_braku,srednje,0,da,da,mobilni,161,1,ne
38,rukovodstvo,u_braku,visoko,-558,da,ne,mobilni,533,1,ne
49,manuelni_poslovi,u_braku,srednje,171,ne,ne,mobilni,19,3,ne
33,tehnicar,samac,visoko,696,ne,da,mobilni,193,1,ne
29,rukovodstvo,u_braku,visoko,361,da,da,mobilni,819,3,ne
28,tehnicar,samac,srednje,227,ne,ne,mobilni,278,1,da
31,admin.,u_braku,srednje,236,da,da,fiksni,211,3,ne
33,rukovodstvo,samac,visoko,-53,ne,ne,mobilni,617,2,ne
52,tehnicar,u_braku,srednje,192,da,ne,mobilni,61,2,ne
43,rukovodstvo,razveden(a),visoko,38,da,ne,mobilni,197,6,ne
32,samozaposlen,samac,srednje,518,da,ne,mobilni,34,7,ne
36,samozaposlen,u_braku,visoko,16,da,da,mobilni,95,4,ne
41,manuelni_poslovi,u_braku,srednje,-256,da,ne,nepoznato,147,2,ne
43,manuelni_poslovi,u_braku,srednje,105,ne,da,mobilni,668,2,ne
45,samozaposlen,u_braku,visoko,334,ne,ne,nepoznato,87,2,ne
39,tehnicar,u_braku,srednje,1048,ne,da,mobilni,405,1,ne
41,usluge,u_braku,srednje,108,da,da,nepoznato,83,7,ne
31,tehnicar,u_braku,srednje,660,ne,ne,mobilni,115,1,ne
37,nezaposlen,samac,visoko,0,da,ne,mobilni,108,1,ne
28,preduzetnik,u_braku,nepoznato,1034,ne,ne,mobilni,113,1,ne
47,sluzavka,u_braku,osnevne,201,da,ne,mobilni,58,2,ne
37,sluzavka,u_braku,osnevne,189,ne,ne,mobilni,148,4,ne
60,retired,razveden(a),nepoznato,-49,da,ne,mobilni,188,1,ne
43,tehnicar,razveden(a),srednje,1413,da,ne,fiksni,75,3,ne
58,retired,razveden(a),visoko,264,da,da,mobilni,523,3,ne
52,preduzetnik,u_braku,visoko,54,da,da,fiksni,103,1,ne
50,manuelni_poslovi,u_braku,osnevne,12519,da,ne,mobilni,146,2,ne
32,usluge,samac,srednje,2881,ne,ne,mobilni,356,1,da
42,manuelni_poslovi,u_braku,osnevne,0,da,ne,mobilni,71,1,ne
31,admin.,u_braku,srednje,88,da,da,mobilni,189,2,ne
28,manuelni_poslovi,u_braku,srednje,1020,da,ne,nepoznato,251,1,ne
36,tehnicar,razveden(a),visoko,119,ne,ne,mobilni,127,8,ne
51,nezaposlen,samac,visoko,1594,ne,ne,fiksni,197,1,ne
46,tehnicar,u_braku,visoko,342,da,da,mobilni,84,1,ne
50,usluge,samac,srednje,72,ne,ne,nepoznato,141,2,ne
32,manuelni_poslovi,u_braku,srednje,14,da,ne,nepoznato,171,1,ne
26,preduzetnik,samac,visoko,81,ne,ne,mobilni,262,3,ne
41,samozaposlen,u_braku,visoko,231,ne,ne,mobilni,352,2,da
39,tehnicar,u_braku,visoko,1161,da,ne,mobilni,236,1,ne
31,manuelni_poslovi,u_braku,srednje,-45,da,ne,nepoznato,184,1,ne
28,rukovodstvo,samac,visoko,231,da,da,mobilni,568,2,ne
31,rukovodstvo,samac,srednje,36,ne,ne,mobilni,105,2,ne
30,tehnicar,u_braku,visoko,1570,da,ne,mobilni,260,1,ne
35,tehnicar,u_braku,visoko,7050,ne,ne,mobilni,222,3,da
33,manuelni_poslovi,u_braku,osnevne,3704,da,ne,nepoznato,447,2,ne
30,tehnicar,samac,visoko,6619,da,ne,mobilni,239,8,ne
32,manuelni_poslovi,samac,srednje,-84,da,ne,mobilni,426,1,ne
40,rukovodstvo,samac,visoko,1509,ne,ne,mobilni,333,1,ne
31,samozaposlen,u_braku,visoko,1134,ne,ne,mobilni,174,2,ne
36,tehnicar,u_braku,srednje,146,da,da,nepoznato,284,2,ne
33,rukovodstvo,samac,visoko,9449,da,ne,mobilni,428,1,ne
57,retired,u_braku,srednje,374,da,da,mobilni,236,1,ne
45,tehnicar,u_braku,srednje,88,ne,ne,mobilni,150,2,ne
59,rukovodstvo,u_braku,visoko,2764,ne,ne,mobilni,237,1,ne
30,rukovodstvo,samac,visoko,2,da,da,mobilni,1031,8,da
33,tehnicar,u_braku,visoko,8023,ne,ne,mobilni,107,1,ne
52,manuelni_poslovi,u_braku,srednje,289,da,ne,nepoznato,45,13,ne
83,retired,u_braku,srednje,0,ne,ne,mobilni,140,10,ne
58,samozaposlen,razveden(a),visoko,1382,ne,ne,nepoznato,700,1,da
33,rukovodstvo,razveden(a),visoko,280,ne,da,mobilni,155,1,ne
41,manuelni_poslovi,razveden(a),osnevne,2195,da,ne,nepoznato,211,5,ne
31,samozaposlen,u_braku,srednje,33,ne,ne,mobilni,165,4,ne
35,manuelni_poslovi,razveden(a),srednje,275,ne,da,mobilni,144,5,ne
27,rukovodstvo,samac,visoko,703,da,ne,nepoznato,590,3,da
57,admin.,razveden(a),nepoznato,887,ne,ne,nepoznato,43,8,ne
56,nepoznato,u_braku,nepoznato,0,ne,ne,nepoznato,471,2,ne
53,admin.,samac,srednje,1178,da,ne,nepoznato,295,2,ne
39,rukovodstvo,u_braku,visoko,2763,da,ne,nepoznato,526,2,da
32,preduzetnik,samac,visoko,890,da,da,mobilni,27,10,ne
46,samozaposlen,u_braku,srednje,548,ne,ne,mobilni,1181,4,da
56,tehnicar,u_braku,visoko,272,ne,ne,mobilni,103,2,ne
46,rukovodstvo,razveden(a),visoko,6269,da,ne,fiksni,249,3,ne
29,preduzetnik,u_braku,srednje,178,da,ne,mobilni,231,4,ne
60,rukovodstvo,u_braku,osnevne,252,da,da,mobilni,123,2,ne
33,sluzavka,samac,visoko,23663,da,ne,mobilni,199,2,ne
27,preduzetnik,samac,visoko,81,ne,ne,mobilni,197,1,ne
50,samozaposlen,razveden(a),visoko,59,da,ne,nepoznato,67,2,ne
45,usluge,u_braku,srednje,1343,ne,da,mobilni,220,1,ne
58,retired,u_braku,srednje,225,ne,ne,mobilni,122,6,ne
59,retired,u_braku,osnevne,0,da,ne,nepoznato,104,7,ne
58,retired,razveden(a),osnevne,2538,da,ne,mobilni,307,6,ne
64,retired,u_braku,osnevne,43,ne,ne,mobilni,117,1,ne
47,tehnicar,u_braku,srednje,57,ne,ne,mobilni,253,1,ne
40,rukovodstvo,u_braku,visoko,-117,da,ne,mobilni,770,2,ne
36,tehnicar,razveden(a),srednje,666,da,da,mobilni,190,1,ne
28,rukovodstvo,samac,visoko,0,da,ne,mobilni,767,5,da
38,tehnicar,samac,visoko,25,da,ne,mobilni,232,2,da
53,preduzetnik,u_braku,osnevne,1034,da,ne,mobilni,854,2,ne
46,manuelni_poslovi,samac,srednje,324,da,ne,nepoznato,293,6,ne
54,tehnicar,u_braku,srednje,0,ne,ne,fiksni,986,1,ne
32,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,66,1,ne
55,rukovodstvo,u_braku,osnevne,621,ne,da,mobilni,114,1,ne
55,retired,razveden(a),srednje,138,ne,ne,mobilni,205,1,ne
56,tehnicar,u_braku,srednje,4063,ne,da,fiksni,31,4,ne
40,manuelni_poslovi,u_braku,srednje,11084,ne,ne,nepoznato,113,1,ne
44,tehnicar,u_braku,srednje,310,da,ne,mobilni,200,1,ne
32,preduzetnik,u_braku,nepoznato,73,da,ne,mobilni,158,1,ne
33,rukovodstvo,u_braku,visoko,1808,da,ne,nepoznato,99,4,ne
41,nezaposlen,razveden(a),srednje,1281,ne,ne,mobilni,45,3,ne
37,tehnicar,u_braku,srednje,64,da,ne,mobilni,239,4,ne
58,rukovodstvo,samac,visoko,2,da,ne,fiksni,168,3,ne
52,manuelni_poslovi,u_braku,srednje,60,ne,da,mobilni,196,2,ne
49,usluge,samac,srednje,133,ne,ne,nepoznato,319,6,ne
44,sluzavka,u_braku,osnevne,3706,ne,ne,nepoznato,209,3,ne
28,admin.,samac,nepoznato,174,ne,ne,mobilni,184,1,ne
31,tehnicar,u_braku,srednje,251,ne,da,mobilni,156,2,ne
37,samozaposlen,u_braku,srednje,4153,da,ne,mobilni,35,16,ne
30,tehnicar,samac,visoko,985,da,ne,mobilni,88,2,ne
28,usluge,samac,srednje,168,ne,ne,mobilni,347,3,da
46,usluge,u_braku,srednje,1550,da,ne,mobilni,126,2,ne
47,rukovodstvo,u_braku,visoko,7708,da,ne,mobilni,157,5,ne
35,manuelni_poslovi,u_braku,osnevne,-12,da,ne,nepoznato,212,5,ne
80,rukovodstvo,u_braku,osnevne,6483,ne,ne,fiksni,123,1,ne
30,tehnicar,samac,visoko,60,da,da,nepoznato,306,5,ne
55,tehnicar,samac,srednje,3339,da,ne,nepoznato,63,1,ne
22,student,samac,visoko,1161,ne,da,mobilni,119,1,ne
33,manuelni_poslovi,samac,osnevne,599,da,ne,nepoznato,29,1,ne
53,preduzetnik,u_braku,nepoznato,28,ne,ne,mobilni,117,2,ne
49,rukovodstvo,u_braku,visoko,1430,ne,ne,mobilni,231,2,ne
51,retired,u_braku,srednje,35,ne,da,mobilni,123,4,ne
41,samozaposlen,u_braku,visoko,6000,da,ne,mobilni,265,1,ne
34,tehnicar,u_braku,srednje,0,da,ne,mobilni,144,1,ne
36,manuelni_poslovi,samac,srednje,340,ne,da,nepoznato,559,3,ne
35,preduzetnik,u_braku,visoko,0,ne,ne,mobilni,74,1,ne
29,usluge,u_braku,srednje,3,da,ne,mobilni,183,1,ne
40,tehnicar,samac,visoko,445,da,ne,mobilni,631,1,ne
32,rukovodstvo,razveden(a),visoko,874,ne,ne,mobilni,1282,6,da
48,manuelni_poslovi,u_braku,srednje,705,ne,ne,nepoznato,108,2,ne
59,retired,u_braku,nepoznato,1033,ne,ne,nepoznato,1199,1,da
35,samozaposlen,razveden(a),visoko,1354,da,ne,nepoznato,736,2,da
33,tehnicar,samac,visoko,123,ne,ne,mobilni,264,1,ne
55,retired,u_braku,osnevne,8894,ne,ne,nepoznato,262,1,ne
41,manuelni_poslovi,u_braku,srednje,429,da,ne,nepoznato,244,1,ne
42,sluzavka,u_braku,osnevne,14752,ne,ne,nepoznato,107,2,ne
46,manuelni_poslovi,u_braku,osnevne,67,ne,ne,nepoznato,9,1,ne
35,sluzavka,razveden(a),srednje,39,ne,ne,mobilni,149,2,ne
28,tehnicar,samac,visoko,102,ne,ne,mobilni,321,2,ne
25,student,samac,srednje,1790,ne,ne,mobilni,224,1,ne
56,rukovodstvo,samac,visoko,15311,ne,ne,mobilni,157,6,ne
30,admin.,samac,srednje,-635,ne,ne,mobilni,250,1,ne
45,manuelni_poslovi,u_braku,srednje,115,ne,ne,mobilni,209,4,ne
40,rukovodstvo,u_braku,visoko,10786,ne,ne,nepoznato,111,3,ne
40,manuelni_poslovi,u_braku,srednje,498,da,ne,mobilni,55,2,ne
39,manuelni_poslovi,u_braku,srednje,1045,da,da,mobilni,290,13,ne
48,preduzetnik,u_braku,visoko,810,ne,ne,nepoznato,383,1,ne
31,tehnicar,samac,visoko,-162,da,ne,mobilni,380,1,ne
32,rukovodstvo,u_braku,visoko,55,ne,ne,mobilni,124,3,ne
34,usluge,u_braku,srednje,586,da,da,nepoznato,224,2,ne
26,tehnicar,samac,srednje,455,ne,ne,mobilni,240,1,ne
31,rukovodstvo,u_braku,visoko,1010,da,ne,mobilni,385,3,ne
37,rukovodstvo,samac,visoko,509,da,ne,mobilni,133,1,ne
29,student,samac,nepoznato,2929,ne,ne,mobilni,91,1,ne
57,tehnicar,u_braku,srednje,3071,da,da,mobilni,63,3,ne
47,rukovodstvo,samac,visoko,153,da,ne,mobilni,192,2,ne
38,samozaposlen,samac,srednje,1146,da,ne,nepoznato,91,2,ne
48,manuelni_poslovi,u_braku,osnevne,1092,ne,da,mobilni,79,1,ne
50,rukovodstvo,u_braku,visoko,3463,ne,da,mobilni,96,1,da
33,admin.,u_braku,srednje,1158,da,ne,mobilni,25,2,ne
28,admin.,samac,srednje,26,da,ne,mobilni,227,2,ne
30,usluge,samac,srednje,566,ne,ne,mobilni,110,1,ne
52,tehnicar,razveden(a),srednje,204,ne,ne,mobilni,134,2,ne
36,tehnicar,u_braku,srednje,480,ne,ne,mobilni,213,1,da
